Title,Company,Level,Skills,JobID
Senior SEO Specialist,Edu-Fun,Entry Level,Media/Journalism/Publishing,15133
Senior Solution Architect,Agile Technologies,Experienced,Computer Science,15134
Senior Solution Architect,Agile Technologies,Experienced,Computer Engineering,15135
Senior Solution Architect,Agile Technologies,Experienced,Troubleshooting,15136
Senior Solution Architect,Agile Technologies,Experienced,Agile,15137
Senior Solution Architect,Agile Technologies,Experienced,IT,15138
Senior Solution Architect,Agile Technologies,Experienced,Software Solutions,15139
Senior Solution Architect,Agile Technologies,Experienced,Solutions Architect,15140
Senior Solution Architect,Agile Technologies,Experienced,Scrum,15141
Head Nurse,Confidential,Manager,Nurse,15142
Head Nurse,Confidential,Manager,Nursing,15143
Head Nurse,Confidential,Manager,Healthcare,15144
Head Nurse,Confidential,Manager,Management,15145
Head Nurse,Confidential,Manager,Medical/Healthcare,15146
Key Retail Supervisor,Evoreen,Manager,Key Account,15147
Key Retail Supervisor,Evoreen,Manager,FMCG,15148
Key Retail Supervisor,Evoreen,Manager,Sales Skills,15149
Key Retail Supervisor,Evoreen,Manager,Sales/Retail,15150
ECM Project Manager - Nasr City,Namaa InfoLogistics,Manager,Project manager,15151
ECM Project Manager - Nasr City,Namaa InfoLogistics,Manager,ECM,15152
ECM Project Manager - Nasr City,Namaa InfoLogistics,Manager,Backlog,15153
ECM Project Manager - Nasr City,Namaa InfoLogistics,Manager,scanning,15154
ECM Project Manager - Nasr City,Namaa InfoLogistics,Manager,Operations/Management,15155
ECM Project Manager - Nasr City,Namaa InfoLogistics,Manager,Project/Program Management,15156
Graphic Designer,TravelYalla,Experienced,Digital Design,15157
Graphic Designer,TravelYalla,Experienced,Advertising Campaigns,15158
Graphic Designer,TravelYalla,Experienced,Social Media Marketing,15159
Graphic Designer,TravelYalla,Experienced,Visual Marketing,15160
Graphic Designer,TravelYalla,Experienced,Digital Marketing,15161
Graphic Designer,TravelYalla,Experienced,Adobe Photoshop,15162
Graphic Designer,TravelYalla,Experienced,Adobe Illustrator,15163
Key Account Supervisor - FMCG,Evoreen,Experienced,FMCG,15164
Key Account Supervisor - FMCG,Evoreen,Experienced,Customer Service,15165
Key Account Supervisor - FMCG,Evoreen,Experienced,Sales Target,15166
Key Account Supervisor - FMCG,Evoreen,Experienced,Sales/Retail,15167
Software Implementer,Glamera,Entry Level,Computer Science,15168
Software Implementer,Glamera,Entry Level,CRM,15169
Software Implementer,Glamera,Entry Level,Information Technology (IT),15170
Software Implementer,Glamera,Entry Level,Software Engineering,15171
Software Implementer,Glamera,Entry Level,Implementation,15172
Software Implementer,Glamera,Entry Level,English,15173
Software Implementer,Glamera,Entry Level,Computer Engineering,15174
Software Implementer,Glamera,Entry Level,HR,15175
Software Implementer,Glamera,Entry Level,POS,15176
Web Development Manager,EHG Group,Manager,Web Development,15177
Web Development Manager,EHG Group,Manager,Computer Science,15178
Web Development Manager,EHG Group,Manager,Management,15179
Web Development Manager,EHG Group,Manager,SQL,15180
Web Development Manager,EHG Group,Manager,Angular,15181
Web Development Manager,EHG Group,Manager,.Net,15182
Web Development Manager,EHG Group,Manager,IT/Software Development,15183
Web Development Manager,EHG Group,Manager,Engineering - Telecom/Technology,15184
HSE Supervisor,Confidential,Manager,Quality,15185
HSE Supervisor,Confidential,Manager,Safety,15186
HSE Supervisor,Confidential,Manager,Manufacturing,15187
HSE Supervisor,Confidential,Manager,HSE,15188
HSE Supervisor,Confidential,Manager,Manufacturing/Production,15189
HSE Supervisor,Confidential,Manager,Quality,15190
Marketing Representative,Dayrah Solutions,Experienced,Marketing,15191
Marketing Representative,Dayrah Solutions,Experienced,Business Administration,15192
Marketing Representative,Dayrah Solutions,Experienced,Sales Target,15193
Marketing Representative,Dayrah Solutions,Experienced,English,15194
Marketing Representative,Dayrah Solutions,Experienced,Social Media,15195
Marketing Representative,Dayrah Solutions,Experienced,Communication,15196
Marketing Representative,Dayrah Solutions,Experienced,Marketing/PR/Advertising,15197
Human Resources Manager,Form,Manager,Recruitment,15198
Human Resources Manager,Form,Manager,Personnel,15199
Human Resources Manager,Form,Manager,Microsoft Office,15200
Human Resources Manager,Form,Manager,HR,15201
Human Resources Manager,Form,Manager,Labor Law,15202
Human Resources Manager,Form,Manager,HR Systems,15203
Human Resources Manager,Form,Manager,Human Resources,15204
Accounting Manager,Confidential,Manager,Financial Management,15205
Accounting Manager,Confidential,Manager,Microsoft Office,15206
Accounting Manager,Confidential,Manager,Accounting Software,15207
Accounting Manager,Confidential,Manager,CMA,15208
Accounting Manager,Confidential,Manager,Manufacturing,15209
Accounting Manager,Confidential,Manager,Commerce,15210
Accounting Manager,Confidential,Manager,Financial Analysis,15211
Accounting Manager,Confidential,Manager,S.A.P User,15212
Accounting Manager,Confidential,Manager,Finance,15213
Operations Supervisor,Inca & Co,Manager,Supply Chain,15214
Operations Supervisor,Inca & Co,Manager,Product Management,15215
Operations Supervisor,Inca & Co,Manager,Project Management,15216
Operations Supervisor,Inca & Co,Manager,Operations Management,15217
Operations Supervisor,Inca & Co,Manager,E-Commerce,15218
Operations Supervisor,Inca & Co,Manager,Logistics/Supply Chain,15219
Operations Supervisor,Inca & Co,Manager,Operations/Management,15220
Logistics Supervisor,Life Farm,Manager,Supply Chain,15221
Logistics Supervisor,Life Farm,Manager,Warehousing,15222
Logistics Supervisor,Life Farm,Manager,Operations,15223
Logistics Supervisor,Life Farm,Manager,Microsoft Office,15224
Logistics Supervisor,Life Farm,Manager,Shipping,15225
Logistics Supervisor,Life Farm,Manager,Freight Forwarding,15226
Logistics Supervisor,Life Farm,Manager,Customer Service,15227
Logistics Supervisor,Life Farm,Manager,Computer Skills,15228
Collection Specialist,SAK Developments,Experienced,Finance,15229
Collection Specialist,SAK Developments,Experienced,Customer Service,15230
Collection Specialist,SAK Developments,Experienced,Accounting,15231
Collection Specialist,SAK Developments,Experienced,English,15232
Collection Specialist,SAK Developments,Experienced,MS Office,15233
Collection Specialist,SAK Developments,Experienced,Real Estate,15234
Collection Specialist,SAK Developments,Experienced,Accounting/Finance,15235
Avaya Engineer,Infinity Business Solutions,Experienced,Computer Science,15236
Avaya Engineer,Infinity Business Solutions,Experienced,Information Technology (IT),15237
Avaya Engineer,Infinity Business Solutions,Experienced,Avaya UC,15238
Avaya Engineer,Infinity Business Solutions,Experienced,UC,15239
Avaya Engineer,Infinity Business Solutions,Experienced,WFO,15240
Avaya Engineer,Infinity Business Solutions,Experienced,Installation/Maintenance/Repair,15241
Avaya Engineer,Infinity Business Solutions,Experienced,IT/Software Development,15242
HR Specialist,Life Farm,Experienced,Recruitment,15243
HR Specialist,Life Farm,Experienced,Personnel,15244
HR Specialist,Life Farm,Experienced,Microsoft Office,15245
HR Specialist,Life Farm,Experienced,Payroll,15246
HR Specialist,Life Farm,Experienced,Hiring,15247
HR Specialist,Life Farm,Experienced,Business Administration,15248
HR Specialist,Life Farm,Experienced,English,15249
HR Specialist,Life Farm,Experienced,Labor Law,15250
HR Specialist,Life Farm,Experienced,Communication Skills,15251
Electrical Engineer (Technical Office),MAC EGYPT REAL ESTATE CO.,Manager,Microsoft Office,15252
Electrical Engineer (Technical Office),MAC EGYPT REAL ESTATE CO.,Manager,Electrical Drawings,15253
Electrical Engineer (Technical Office),MAC EGYPT REAL ESTATE CO.,Manager,AutoCAD,15254
Electrical Engineer (Technical Office),MAC EGYPT REAL ESTATE CO.,Manager,Communication Skills,15255
Electrical Engineer (Technical Office),MAC EGYPT REAL ESTATE CO.,Manager,TO,15256
Electrical Engineer (Technical Office),MAC EGYPT REAL ESTATE CO.,Manager,MS,15257
Electrical Engineer (Technical Office),MAC EGYPT REAL ESTATE CO.,Manager,Projects,15258
Electrical Engineer (Technical Office),MAC EGYPT REAL ESTATE CO.,Manager,Installation/Maintenance/Repair,15259
Pharmacy Manager,ELTOUKHY PHARMACIES,Manager,Sales Skills,15260
Pharmacy Manager,ELTOUKHY PHARMACIES,Manager,Pharmaceutical,15261
Pharmacy Manager,ELTOUKHY PHARMACIES,Manager,Sales Management,15262
Pharmacy Manager,ELTOUKHY PHARMACIES,Manager,Operations/Management,15263
Pharmacy Manager,ELTOUKHY PHARMACIES,Manager,Sales/Retail,15264
Pharmacy Manager,ELTOUKHY PHARMACIES,Manager,Pharmaceutical,15265
Sales Manager,Cairo Lab,Manager,Sales Target,15266
Sales Manager,Cairo Lab,Manager,Customer Service,15267
Sales Manager,Cairo Lab,Manager,Management,15268
Sales Manager,Cairo Lab,Manager,Marketing,15269
Sales Manager,Cairo Lab,Manager,Business Administration,15270
Sales Manager,Cairo Lab,Manager,Communication,15271
Sales Manager,Cairo Lab,Manager,Science,15272
Sales Manager,Cairo Lab,Manager,Leadership,15273
Sales Manager,Cairo Lab,Manager,Business Development,15274
Data Collection Agent - Alexandria,Wham Clinics,Entry Level,Communication Skills,15275
Data Collection Agent - Alexandria,Wham Clinics,Entry Level,Collection,15276
Data Collection Agent - Alexandria,Wham Clinics,Entry Level,English,15277
Data Collection Agent - Alexandria,Wham Clinics,Entry Level,Computer Skills,15278
Data Collection Agent - Alexandria,Wham Clinics,Entry Level,Microsoft Office,15279
Data Collection Agent - Alexandria,Wham Clinics,Entry Level,Customer Service/Support,15280
Senior Sales Representative - Cairo,Premier Services and Recruitment,Experienced,Customer Service,15281
Senior Sales Representative - Cairo,Premier Services and Recruitment,Experienced,Sales Target,15282
Senior Sales Representative - Cairo,Premier Services and Recruitment,Experienced,Business,15283
Senior Sales Representative - Cairo,Premier Services and Recruitment,Experienced,Communication Skills,15284
Senior Sales Representative - Cairo,Premier Services and Recruitment,Experienced,Marketing,15285
Senior Sales Representative - Cairo,Premier Services and Recruitment,Experienced,Microsoft Office,15286
Senior Sales Representative - Cairo,Premier Services and Recruitment,Experienced,Negotiation,15287
Senior Sales Representative - Cairo,Premier Services and Recruitment,Experienced,Management,15288
Senior Sales Representative - Cairo,Premier Services and Recruitment,Experienced,Sales/Retail,15289
Content Creator & Copywriter,Cequens,Experienced,Social Media,15290
Content Creator & Copywriter,Cequens,Experienced,Copywriting,15291
Content Creator & Copywriter,Cequens,Experienced,Editing,15292
Content Creator & Copywriter,Cequens,Experienced,Content Creator,15293
Content Creator & Copywriter,Cequens,Experienced,SEO,15294
Content Creator & Copywriter,Cequens,Experienced,Content Management,15295
Content Creator & Copywriter,Cequens,Experienced,Writing/Editorial,15296
Content Creator & Copywriter,Cequens,Experienced,Marketing/PR/Advertising,15297
Sales Team Leader - Real Estate,Capital,Manager,Real Estate,15298
Sales Team Leader - Real Estate,Capital,Manager,Management,15299
Sales Team Leader - Real Estate,Capital,Manager,Team Leader,15300
Sales Team Leader - Real Estate,Capital,Manager,Leadership,15301
Sales Team Leader - Real Estate,Capital,Manager,Sales Target,15302
Sales Team Leader - Real Estate,Capital,Manager,Sales Skills,15303
Sales Team Leader - Real Estate,Capital,Manager,Customer Service/Support,15304
Sales Team Leader - Real Estate,Capital,Manager,Sales/Retail,15305
Store Manager,Inca & Co,Shift Based,Retail,15306
Store Manager,Inca & Co,Shift Based,Communication Skills,15307
Store Manager,Inca & Co,Shift Based,Leadership,15308
Store Manager,Inca & Co,Shift Based,Customer Management,15309
Store Manager,Inca & Co,Shift Based,Store Management,15310
Store Manager,Inca & Co,Shift Based,Sales Skills,15311
Store Manager,Inca & Co,Shift Based,Business,15312
Store Manager,Inca & Co,Shift Based,Customer Service/Support,15313
Sr. Operational Excellence Specialist,Cequens,Experienced,Operations,15314
Sr. Operational Excellence Specialist,Cequens,Experienced,Microsoft Office,15315
Sr. Operational Excellence Specialist,Cequens,Experienced,Quality,15316
Sr. Operational Excellence Specialist,Cequens,Experienced,ISO 9001,15317
Sr. Operational Excellence Specialist,Cequens,Experienced,English,15318
Sr. Operational Excellence Specialist,Cequens,Experienced,Operations/Management,15319
Sr. Operational Excellence Specialist,Cequens,Experienced,Quality,15320
Sales Force Automation,Ayman Shahin Group,Entry Level,Telecom Engineering,15321
Sales Force Automation,Ayman Shahin Group,Entry Level,SQL,15322
Sales Force Automation,Ayman Shahin Group,Entry Level,Software Development,15323
Sales Force Automation,Ayman Shahin Group,Entry Level,Administration,15324
Sales Force Automation,Ayman Shahin Group,Entry Level,Front-End,15325
Sales Force Automation,Ayman Shahin Group,Entry Level,Salesforce Automation Systems,15326
Sales Force Automation,Ayman Shahin Group,Entry Level,SalesBuzz,15327
Production Engineer - Ready Made Garment,Rubyred Garment,Entry Level,Males Preferred,15328
Production Engineer - Ready Made Garment,Rubyred Garment,Entry Level,Garment,15329
Production Engineer - Ready Made Garment,Rubyred Garment,Entry Level,English,15330
Production Engineer - Ready Made Garment,Rubyred Garment,Entry Level,Microsoft Office,15331
Production Engineer - Ready Made Garment,Rubyred Garment,Entry Level,Computer Skills,15332
Production Engineer - Ready Made Garment,Rubyred Garment,Entry Level,Production Engineering,15333
Production Engineer - Ready Made Garment,Rubyred Garment,Entry Level,Textile Engineering,15334
Production Engineer - Ready Made Garment,Rubyred Garment,Entry Level,Engineering - Other,15335
SMEs Account Manager,Fawry Banking & Payment Technology Services,Experienced,Ecommerce,15336
SMEs Account Manager,Fawry Banking & Payment Technology Services,Experienced,Account Management,15337
SMEs Account Manager,Fawry Banking & Payment Technology Services,Experienced,SMEs Account Manager,15338
SMEs Account Manager,Fawry Banking & Payment Technology Services,Experienced,B2B Sales,15339
SMEs Account Manager,Fawry Banking & Payment Technology Services,Experienced,Corporate Sales,15340
SMEs Account Manager,Fawry Banking & Payment Technology Services,Experienced,Finance,15341
SMEs Account Manager,Fawry Banking & Payment Technology Services,Experienced,Marketing,15342
SMEs Account Manager,Fawry Banking & Payment Technology Services,Experienced,Business Administration,15343
Tax Manager,Cequens,Manager,Finance,15344
Tax Manager,Cequens,Manager,Financial Management,15345
Tax Manager,Cequens,Manager,Tax,15346
